course_title,skills,rating,review_count,level,duration,skills_list,filtered_representative_skills,skill__Transform,skill__Big Data,skill__Strategy,skill__Customer Analysis,skill__Business Analysis,skill__Finance,skill__User Experience,skill__Network Architecture,skill__Reinforcement Learning,skill__DevOps,skill__Network Security,skill__Cloud Computing,skill__Computer Programming,skill__Leadership and Management,skill__Computer Programming Tools,skill__Sales,skill__Communication,skill__Marketing,skill__Critical Thinking,skill__Human Resources,skill__Data Management,skill__Organizational Development,skill__Data Visualization,skill__Human Learning,skill__Data Analysis,has_rep
Work Smarter with Microsoft Excel,"{"" Critical Thinking"","" Data Analysis"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis Software"","" Data Model"","" Databases"","" Operational Analysis"","" Visual Design""}",4.7,1500.0,Beginner , 1 - 3 Months,"['Critical Thinking', 'Data Analysis', 'Data Visualization', 'Microsoft Excel', 'Spreadsheet Software', 'Data Analysis Software', 'Data Model', 'Databases', 'Operational Analysis', 'Visual Design']","['Critical Thinking', 'Data Analysis', 'Data Visualization']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,True
Managerial Accounting Fundamentals,"{"" Accounting"","" Cost Accounting"","" Leadership and Management"","" Management Accounting"","" Account Management"","" Financial Accounting"","" Budget Management"","" General Accounting"","" Finance"","" Generally Accepted Accounting Principles (GAAP)""}",4.8,721.0,Beginner , 1 - 4 Weeks,"['Accounting', 'Cost Accounting', 'Leadership and Management', 'Management Accounting', 'Account Management', 'Financial Accounting', 'Budget Management', 'General Accounting', 'Finance', 'Generally Accepted Accounting Principles (GAAP)']","['Leadership and Management', 'Finance']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Learn Spanish: Basic Spanish Vocabulary,"{"" Communication"","" Writing"","" Culture""}",4.6,3500.0,Beginner , 3 - 6 Months,"['Communication', 'Writing', 'Culture']",['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Extended Reality for Everybody,"{"" Human Computer Interaction"","" Virtual Reality"","" Computer Graphics"","" Interactive Design"","" User Experience"","" User Experience Design"","" Design and Product"","" Research and Design"","" Application Development"","" Product Development"","" Computer Programming"","" Product Design"","" Visual Design"","" Systems Design""}",4.6,423.0,Beginner , 1 - 3 Months,"['Human Computer Interaction', 'Virtual Reality', 'Computer Graphics', 'Interactive Design', 'User Experience', 'User Experience Design', 'Design and Product', 'Research and Design', 'Application Development', 'Product Development', 'Computer Programming', 'Product Design', 'Visual Design', 'Systems Design']","['User Experience', 'Computer Programming']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
Data Management for Clinical Research,"{"" Clinical Data Management"","" Data Management"","" Data Structures"","" Planning"","" Critical Thinking"","" Database Administration""}",4.7,1500.0,Beginner , 1 - 3 Months,"['Clinical Data Management', 'Data Management', 'Data Structures', 'Planning', 'Critical Thinking', 'Database Administration']","['Data Management', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
Data Analysis with R,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Data Analysis"","" Statistical Tests"","" Probability Distribution"","" R Programming"","" Statistical Programming"","" Basic Descriptive Statistics"","" Statistical Visualization"","" Bayesian Statistics"","" Exploratory Data Analysis"","" Plot (Graphics)"","" Problem Solving"","" Critical Thinking"","" Correlation And Dependence"","" Regression"","" Bayesian Network"","" Computer Programming""}",4.7,7100.0,Beginner , 3 - 6 Months,"['General Statistics', 'Probability & Statistics', 'Statistical Analysis', 'Data Analysis', 'Statistical Tests', 'Probability Distribution', 'R Programming', 'Statistical Programming', 'Basic Descriptive Statistics', 'Statistical Visualization', 'Bayesian Statistics', 'Exploratory Data Analysis', 'Plot (Graphics)', 'Problem Solving', 'Critical Thinking', 'Correlation And Dependence', 'Regression', 'Bayesian Network', 'Computer Programming']","['Data Analysis', 'Critical Thinking', 'Computer Programming']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,True
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"{"" Computational Logic"","" Computer Architecture"","" Computer Programming"","" Hardware Design"","" Theoretical Computer Science"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Systems Design""}",4.9,3500.0,Mixed , 1 - 3 Months,"['Computational Logic', 'Computer Architecture', 'Computer Programming', 'Hardware Design', 'Theoretical Computer Science', 'Computer Programming Tools', 'Critical Thinking', 'Problem Solving', 'Systems Design']","['Computer Programming', 'Computer Programming Tools', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,True
Behavioral Finance,"{"" Behavioral Economics"","" Business Psychology"","" Critical Thinking"","" Decision Making"","" Finance"","" Investment Management"","" People Analysis"","" Probability & Statistics"","" Problem Solving"","" Strategy""}",4.4,3800.0,Beginner , 1 - 4 Weeks,"['Behavioral Economics', 'Business Psychology', 'Critical Thinking', 'Decision Making', 'Finance', 'Investment Management', 'People Analysis', 'Probability & Statistics', 'Problem Solving', 'Strategy']","['Critical Thinking', 'Finance', 'Strategy']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Customer Experiences with Contact Center AI - Dialogflow CX,"{"" Machine Learning"","" Natural Language Processing"","" User Experience"","" Design and Product"","" Application Development"","" Google Cloud Platform"","" Interactive Design"","" Human Computer Interaction"","" Cloud-Based Integration"","" Machine Learning Software"","" Strategy and Operations"","" User Experience Design"","" Applied Machine Learning"","" Computer Architecture"","" Customer Relationship Management"","" Search Engine Optimization"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.4,219.0,Beginner , 3 - 6 Months,"['Machine Learning', 'Natural Language Processing', 'User Experience', 'Design and Product', 'Application Development', 'Google Cloud Platform', 'Interactive Design', 'Human Computer Interaction', 'Cloud-Based Integration', 'Machine Learning Software', 'Strategy and Operations', 'User Experience Design', 'Applied Machine Learning', 'Computer Architecture', 'Customer Relationship Management', 'Search Engine Optimization', 'Computer Programming Tools', 'Customer Success', 'Data Management', 'Operations Management']","['User Experience', 'Computer Programming Tools', 'Data Management']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
"Introduction to Web Development with HTML, CSS, JavaScript","{"" Web Development"","" Cloud Applications"","" Javascript""}",4.6,1700.0,Beginner , 1 - 3 Months,"['Web Development', 'Cloud Applications', 'Javascript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Organizational Leadership,"{"" Leadership and Management"","" Communication"","" Leadership Development"","" Strategy and Operations"","" Critical Thinking"","" Decision Making"","" Strategy"","" Business Psychology"","" Collaboration"","" People Analysis"","" People Development"","" Performance Management"","" Influencing"","" Organizational Development"","" Change Management"","" Employee Relations"","" Negotiation"","" Marketing"","" Innovation"","" Storytelling""}",4.7,4500.0,Intermediate , 3 - 6 Months,"['Leadership and Management', 'Communication', 'Leadership Development', 'Strategy and Operations', 'Critical Thinking', 'Decision Making', 'Strategy', 'Business Psychology', 'Collaboration', 'People Analysis', 'People Development', 'Performance Management', 'Influencing', 'Organizational Development', 'Change Management', 'Employee Relations', 'Negotiation', 'Marketing', 'Innovation', 'Storytelling']","['Leadership and Management', 'Communication', 'Critical Thinking', 'Strategy', 'Organizational Development', 'Marketing']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,True
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,"{"" Computer Graphics"","" Computer Graphic Techniques"","" Design and Product"","" Feature Engineering"","" Research and Design"","" Software Architecture"","" Software Engineering"","" User Experience Design"","" Visualization (Computer Graphics)""}",4.7,2500.0,Advanced , 1 - 4 Weeks,"['Computer Graphics', 'Computer Graphic Techniques', 'Design and Product', 'Feature Engineering', 'Research and Design', 'Software Architecture', 'Software Engineering', 'User Experience Design', 'Visualization (Computer Graphics)']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Investment and Portfolio Management,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Behavioral Economics"","" Probability & Statistics"","" Market Analysis"","" Mathematics"","" Statistical Tests"","" Business Psychology"","" Correlation And Dependence"","" Mathematical Theory & Analysis""}",4.5,2400.0,Beginner , 3 - 6 Months,"['Finance', 'Investment Management', 'Financial Analysis', 'Leadership and Management', 'Risk Management', 'Behavioral Economics', 'Probability & Statistics', 'Market Analysis', 'Mathematics', 'Statistical Tests', 'Business Psychology', 'Correlation And Dependence', 'Mathematical Theory & Analysis']","['Finance', 'Leadership and Management']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Viral Marketing and How to Craft Contagious Content,"{"" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Marketing"","" Media Strategy & Planning"","" People Analysis"","" Social Media"","" Strategy"","" Market Analysis""}",4.8,5100.0,Mixed , 1 - 4 Weeks,"['Brand Management', 'Communication', 'Critical Thinking', 'Influencing', 'Marketing', 'Media Strategy & Planning', 'People Analysis', 'Social Media', 'Strategy', 'Market Analysis']","['Communication', 'Critical Thinking', 'Marketing', 'Strategy']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,True
"Aspectos básicos: Datos, datos, en todas partes","{"" Data Analysis"","" Databases"","" Business Analysis"","" Data Management"","" Exploratory Data Analysis"","" Process Analysis"","" Data Analysis Software"","" Data Structures"","" SQL"","" Spreadsheet Software"","" Strategy"","" Microsoft Excel""}",4.8,4900.0,Beginner , 1 - 3 Months,"['Data Analysis', 'Databases', 'Business Analysis', 'Data Management', 'Exploratory Data Analysis', 'Process Analysis', 'Data Analysis Software', 'Data Structures', 'SQL', 'Spreadsheet Software', 'Strategy', 'Microsoft Excel']","['Data Analysis', 'Business Analysis', 'Data Management', 'Strategy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True
Project Planning,"{"" Leadership and Management"","" Planning""}",4.8,167.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Planning']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"Make the Sale: Build, Launch, and Manage E-commerce Stores","{"" E-Commerce"","" Sales"","" Advertising"","" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Strategy""}",4.8,909.0,Beginner , 1 - 4 Weeks,"['E-Commerce', 'Sales', 'Advertising', 'Digital Marketing', 'Marketing', 'Marketing Management', 'Media Strategy & Planning', 'Strategy']","['Sales', 'Marketing', 'Strategy']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True
"AI, Business & the Future of Work","{"" Leadership and Management"","" Strategy"","" Algorithms"","" Human Computer Interaction"","" Human Resources"","" Machine Learning"","" Machine Learning Algorithms"","" Business Process Management"","" Human Learning"","" Organizational Development""}",4.7,269.0,Beginner , 1 - 4 Weeks,"['Leadership and Management', 'Strategy', 'Algorithms', 'Human Computer Interaction', 'Human Resources', 'Machine Learning', 'Machine Learning Algorithms', 'Business Process Management', 'Human Learning', 'Organizational Development']","['Leadership and Management', 'Strategy', 'Human Resources', 'Human Learning', 'Organizational Development']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,True
Climate Change and Sustainable Investing,"{"" Finance"","" Investment Management"","" Risk Management"","" Leadership and Management"","" Financial Analysis"","" Banking"","" Financial Accounting""}",4.7,281.0,Beginner , 3 - 6 Months,"['Finance', 'Investment Management', 'Risk Management', 'Leadership and Management', 'Financial Analysis', 'Banking', 'Financial Accounting']","['Finance', 'Leadership and Management']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Go Beyond the Numbers: Translate Data into Insights,"{"" Data Analysis"","" Exploratory Data Analysis"","" Python Programming"","" Tableau Software""}",4.7,310.0,Advanced , 1 - 3 Months,"['Data Analysis', 'Exploratory Data Analysis', 'Python Programming', 'Tableau Software']",['Data Analysis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Modern Robotics:  Mechanics, Planning, and Control","{"" Mathematics"","" Linear Algebra"","" Algebra"","" Geometry"","" Computer Programming"","" Mathematical Theory & Analysis"","" Computer Programming Tools"","" Matlab"","" Python Programming"","" Algorithms"","" Critical Thinking"","" Problem Solving"","" Differential Equations"","" Graph Theory"","" Spatial Analysis"","" Planning"","" Supply Chain and Logistics""}",4.7,1000.0,Intermediate , 3 - 6 Months,"['Mathematics', 'Linear Algebra', 'Algebra', 'Geometry', 'Computer Programming', 'Mathematical Theory & Analysis', 'Computer Programming Tools', 'Matlab', 'Python Programming', 'Algorithms', 'Critical Thinking', 'Problem Solving', 'Differential Equations', 'Graph Theory', 'Spatial Analysis', 'Planning', 'Supply Chain and Logistics']","['Computer Programming', 'Computer Programming Tools', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,True
Epidemiology in Public Health Practice,"{"" Epidemiology"","" Data Analysis"","" Data Visualization"","" Problem Solving"","" Estimation""}",4.7,4200.0,Beginner , 3 - 6 Months,"['Epidemiology', 'Data Analysis', 'Data Visualization', 'Problem Solving', 'Estimation']","['Data Analysis', 'Data Visualization']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True
Excel to MySQL: Analytic Techniques for Business,"{"" Business Analysis"","" Data Analysis"","" Data Model"","" Spreadsheet Software"","" Statistical Analysis"","" Exploratory Data Analysis"","" Probability & Statistics"","" Data Analysis Software"","" Financial Analysis"","" General Statistics"","" Mathematics"","" Data Management"","" Mathematical Theory & Analysis"","" Regression"","" Databases"","" Problem Solving"","" Statistical Tests"","" Big Data"","" Data Structures"","" SQL"","" Microsoft Excel"","" Data Visualization Software"","" Database Theory"","" Extract"","" Transform"","" Load"","" Linear Algebra"","" Cost Accounting"","" Tableau Software"","" Data Visualization""}",4.6,15100.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Data Analysis', 'Data Model', 'Spreadsheet Software', 'Statistical Analysis', 'Exploratory Data Analysis', 'Probability & Statistics', 'Data Analysis Software', 'Financial Analysis', 'General Statistics', 'Mathematics', 'Data Management', 'Mathematical Theory & Analysis', 'Regression', 'Databases', 'Problem Solving', 'Statistical Tests', 'Big Data', 'Data Structures', 'SQL', 'Microsoft Excel', 'Data Visualization Software', 'Database Theory', 'Extract', 'Transform', 'Load', 'Linear Algebra', 'Cost Accounting', 'Tableau Software', 'Data Visualization']","['Business Analysis', 'Data Analysis', 'Data Management', 'Big Data', 'Transform', 'Data Visualization']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,True
Site Reliability Engineering: Measuring and Managing Reliability,"{"" DevOps"","" Software Engineering"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Operational Analysis"","" Performance Management"","" User Experience"","" Problem Solving"","" Cloud Engineering""}",4.5,861.0,Intermediate , 1 - 3 Months,"['DevOps', 'Software Engineering', 'Strategy and Operations', 'Decision Making', 'Leadership and Management', 'Operational Analysis', 'Performance Management', 'User Experience', 'Problem Solving', 'Cloud Engineering']","['DevOps', 'Leadership and Management', 'User Experience']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Emotional Intelligence: Cultivating Immensely Human Interactions,"{"" Communication"","" Emotional Intelligence"","" Leadership and Management""}",4.7,240.0,Intermediate , 1 - 4 Weeks,"['Communication', 'Emotional Intelligence', 'Leadership and Management']","['Communication', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True
Learn English: Beginning Grammar,"{"" Writing"","" Communication""}",4.9,3000.0,Beginner , 1 - 3 Months,"['Writing', 'Communication']",['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
"Songwriting: Writing, Arranging, and Producing Music","{"" Writing""}",4.8,2000.0,Beginner , 3 - 6 Months,['Writing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Google Cloud Fundamentals: Core Infrastructure,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Engineering"","" Cloud Infrastructure"","" Cloud Platforms"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Google App Engine"","" Kubernetes""}",4.7,47400.0,Beginner , 1 - 3 Months,"['Cloud Applications', 'Cloud Computing', 'Google Cloud Platform', 'Cloud Engineering', 'Cloud Infrastructure', 'Cloud Platforms', 'Other Cloud Platforms and Tools', 'Cloud Management', 'Cloud Storage', 'Cloud-Based Integration', 'Google App Engine', 'Kubernetes']",['Cloud Computing'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Optical Engineering,"{"" Systems Design"","" Algorithms""}",4.4,329.0,Advanced , 3 - 6 Months,"['Systems Design', 'Algorithms']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
